program_year_id,program_identity_id,ministry_code,fiscal_year,program_code,field_name,sector_name,performance_program_name,raw_account_row_count,account_type_count,account_types,raw_candidate_ids,base_program_year_key_conflict,base_key_reused,identity_resolved_by_extended_key,identity_unresolved,identity_resolution_reason,program_year_name_conflict,program_original_budget,program_current_budget,program_expenditure,below_target_count,at_or_above_target_count,comparable_rate_count,reported_target_status,indicator_coverage_status,repeated_target_overachievement,target_unchanged,performance_status_conflict_fields,program_performance_status_conflict,program_total_feedback_complete_t1,program_total_feedback_complete_t2,program_total_budget_change_rate_t1,program_total_budget_change_rate_t2,low_performance_budget_increase_t1,low_performance_budget_increase_t2,good_performance_budget_decrease_t1,good_performance_budget_decrease_t2,retrospective_feedback_data_quality_signal,retrospective_feedback_conflict_fields,context_type,context_status,context_source,context_evidence,context_effect,type_repeated_year_end_concentration_budget_share,type_accounting_adjustment_pattern_budget_share,type_program_budget_concentration_budget_share,account_type_signal_details,evidence_status,data_validation_signal,analysis_status,program_execution_rate,current_execution_severity,performance_gap,performance_signal,repeated_low_execution_signal,reported_target_miss_consecutive,reported_target_met_consecutive,reported_target_history_status,program_budget_change_rate,budget_increase_context_signal,budget_decrease_context_signal,budget_mismatch_signal,budget_performance_mismatch,accounting_context_signal,structure_context_signal,type_repeated_strong_low_execution_budget_share,type_repeated_moderate_low_execution_budget_share,execution_management,observed_start_year,observed_end_year,observed_year_count,continuity_status,review_grade,reviewability_status,signal_strength,diagnostic_type,grade_trigger_signal_families,signal_families,context_flags,context_only,grade_cap_reason,grade_reason_codes,next_review_question,evidence_strength,review_grade_order,independent_signal_family_count,repeated_signal_family_count,program_year_queue_order,review_queue_order_within_year
162:1800:2024,162:1800,162,2024,1800,과학기술,과학기술인력및문화,과학문화창달,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2024:과학기술:과학기술인력및문화:1800:FUND"", ""162:2024:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT"", ""162:2024:과학기술:과학기술인력및문화:1800:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,110720000000,117310000000,115396912500,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2024:과학기술:과학기술인력및문화:1800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2024:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9977229959583308}, {""candidate_id"": ""162:2024:과학기술:과학기술인력및문화:1800:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9661628844208396}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9836920339272014,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.1257382900097912,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,196,37
162:2500:2024,162:2500,162,2024,2500,통신,방송통신,전파활용방송서비스산업,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2024:통신:방송통신:2500:FUND"", ""162:2024:통신:방송통신:2500:GENERAL_ACCOUNT"", ""162:2024:통신:방송통신:2500:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,74349000000,73872160060,73493522960,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,YEAR_END_CONCENTRATED,PATTERN_CANDIDATE,M3_MONTHLY_PATTERN,REPEATED_YEAR_END_CONCENTRATION_PATTERN,DISPLAY_ONLY,0.1846426986240568,0.09774173156330278,0.0,"[{""candidate_id"": ""162:2024:통신:방송통신:2500:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9918926769686316}, {""candidate_id"": ""162:2024:통신:방송통신:2500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9960703467943915}, {""candidate_id"": ""162:2024:통신:방송통신:2500:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9997515283018868}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9948744276640555,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.30412197450440837,False,True,True,1,True,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;accounting_context;repeated_year_end_concentration,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,197,38
102:3300:2024,102:3300,102,2024,3300,산업·중소기업및에너지,중소기업및소상공인육성,지역중소기업육성,2,2,GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:3300:GENERAL_ACCOUNT"", ""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:3300:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,56509000000,56509000000,56484514710,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:3300:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9984384381377552}, {""candidate_id"": ""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:3300:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9995667010564688,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.4123806750826695,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,198,39
075:3200:2024,075:3200,075,2024,3200,보건,보건의료,한의학연구및정책개발,1,1,GENERAL_ACCOUNT,"[""075:2024:보건:보건의료:3200:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,48507000000,48507000000,48478763600,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,YEAR_END_CONCENTRATED,PATTERN_CANDIDATE,M3_MONTHLY_PATTERN,REPEATED_YEAR_END_CONCENTRATION_PATTERN,DISPLAY_ONLY,0.022367905663100096,0.0,0.0,"[{""candidate_id"": ""075:2024:보건:보건의료:3200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9994178902014142}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9994178902014142,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.06366180870572336,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;repeated_year_end_concentration,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,199,40
162:1600:bbc4586c11b9:2024,162:1600:bbc4586c11b9,162,2024,1600,과학기술,과학기술연구지원,과학기술기반조성,1,1,GENERAL_ACCOUNT,"[""162:2024:과학기술:과학기술연구지원:1600:GENERAL_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,43663000000,73156480940,66495574420,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""162:2024:과학기술:과학기술연구지원:1600:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.9089498779272474}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.9089498779272474,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.3172962661830008,False,True,True,1,False,True,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,STRONG,3,1,0,200,41
102:4200:2024,102:4200,102,2024,4200,산업·중소기업및에너지,중소기업및소상공인육성,동반성장지원,1,1,GENERAL_ACCOUNT,"[""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,35672000000,35672000000,35659990540,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2024:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9996633365104284}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9996633365104284,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.09521635468979861,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,201,42
162:1500:2024,162:1500,162,2024,1500,과학기술,과학기술연구개발,사회문제해결,1,1,GENERAL_ACCOUNT,"[""162:2024:과학기술:과학기술연구개발:1500:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,19084000000,19084000000,19084000000,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2024:과학기술:과학기술연구개발:1500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.696737593160546,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,202,43
162:2400:2024,162:2400,162,2024,2400,통신,방송통신,통신정책지원,2,2,FUND;GENERAL_ACCOUNT,"[""162:2024:통신:방송통신:2400:FUND"", ""162:2024:통신:방송통신:2400:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,18869000000,19045225000,18801423990,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2024:통신:방송통신:2400:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.9850173525747092}, {""candidate_id"": ""162:2024:통신:방송통신:2400:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9871988380289548,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.480864995735549,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,203,44
075:3700:2024,075:3700,075,2024,3700,보건,보건의료,국립정신건강센터,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2024:보건:보건의료:3700:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,18736000000,20067944000,17451605390,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2024:보건:보건의료:3700:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.869625976133878}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.869625976133878,0.5,0.0,False,True,False,False,CONSECUTIVE_PRIOR_YEAR,0.05519261094841177,True,False,False,0,False,True,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context;structure_context,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,1,204,45
162:1600:599c8e014508:2024,162:1600:599c8e014508,162,2024,1600,문화및관광,문화예술,정보통신방송기반조성,2,2,FUND;GENERAL_ACCOUNT,"[""162:2024:문화및관광:문화예술:1600:FUND"", ""162:2024:문화및관광:문화예술:1600:GENERAL_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,16763000000,16763000000,16744276000,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.03304897691344028,0.0,"[{""candidate_id"": ""162:2024:문화및관광:문화예술:1600:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9987316941001152}, {""candidate_id"": ""162:2024:문화및관광:문화예술:1600:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9988830161665573,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.382623747790218,False,True,True,1,True,False,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;accounting_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,205,46
075:3900:2024,075:3900,075,2024,3900,보건,보건의료,국립부곡병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2024:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,7700000000,7332379790,6175018870,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,YEAR_END_CONCENTRATED,PATTERN_CANDIDATE,M3_MONTHLY_PATTERN,REPEATED_YEAR_END_CONCENTRATION_PATTERN,DISPLAY_ONLY,0.1568831168831168,0.0063636363636363,1.0,"[{""candidate_id"": ""075:2024:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.842157532322804}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.842157532322804,0.5,0.0,False,True,False,True,CONSECUTIVE_PRIOR_YEAR,0.0029959619643089574,True,False,False,0,True,True,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context;accounting_context;structure_context;repeated_year_end_concentration,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,1,206,47
075:4000:2024,075:4000,075,2024,4000,보건,보건의료,국립춘천병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2024:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,6864000000,7825776240,5639383970,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,YEAR_END_CONCENTRATED,PATTERN_CANDIDATE,M3_MONTHLY_PATTERN,REPEATED_YEAR_END_CONCENTRATION_PATTERN,DISPLAY_ONLY,0.3602855477855478,0.0,0.0,"[{""candidate_id"": ""075:2024:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.7206165621213826}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.7206165621213826,1.0,0.0,False,True,False,False,CONSECUTIVE_PRIOR_YEAR,0.20547945205479445,True,False,False,0,False,False,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context;repeated_year_end_concentration,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,1,207,48
162:2300:f3d32026a540:2024,162:2300:f3d32026a540,162,2024,2300,과학기술,과학기술인력및문화,국립과천과학관운영,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""162:2024:과학기술:과학기술인력및문화:2300:RESPONSIBLE_OPERATION_ACCOUNT""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,3344000000,3344000000,2952037990,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0702751196172248,1.0,"[{""candidate_id"": ""162:2024:과학기술:과학기술인력및문화:2300:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.8827864802631579}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.8827864802631579,0.5,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,0.11690046760187034,True,False,False,0,True,True,0,0,0.5,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context;accounting_context;structure_context,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,0,208,49
075:7600:2024,075:7600,075,2024,7600,사회복지,공적연금,국민연금운영(급여지급),1,1,FUND,"[""075:2024:사회복지:공적연금:7600:FUND""]",False,False,False,False,BASE_KEY_UNIQUE,False,43833885000000,43833885000000,43704824715450,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,DISPLAY_ONLY_NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2024:사회복지:공적연금:7600:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.997055695963294}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.9970556959632941,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,0.12147538899504684,True,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,budget_increase_context,True,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,STRONG,4,0,0,209,50
075:2100:2024,075:2100,075,2024,2100,사회복지,노인,노인생활안정,2,2,GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""075:2024:사회복지:노인:2100:GENERAL_ACCOUNT"", ""075:2024:사회복지:노인:2100:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,22928108000000,22726975440000,22334665440060,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,YEAR_END_CONCENTRATED,PATTERN_CANDIDATE,M3_MONTHLY_PATTERN,REPEATED_YEAR_END_CONCENTRATION_PATTERN,DISPLAY_ONLY_NO_GRADE_CHANGE,0.0003542376893897829,0.0,1.0,"[{""candidate_id"": ""075:2024:사회복지:노인:2100:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.9823198791978844}, {""candidate_id"": ""075:2024:사회복지:노인:2100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9984014339842714}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9827381342063878,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,0.10590041492775248,True,False,False,0,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,budget_increase_context;structure_context;repeated_year_end_concentration,True,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,210,51
